potentialtype,probability,leadsource,modifiedtime_day_of_week,modifiedtime_date_no,modifiedtime_year_no,modifiedtime_month_no,modifiedtime_business_day,modifiedtime_AM_PM,modifiedtime_quarter_year,createdtime_day_of_week,createdtime_date_no,createdtime_year_no,createdtime_month_no,createdtime_business_day,createdtime_week_no_year,createdtime_day_of_year,createdtime_AM_PM,createdtime_quarter_year,gad_offline_pushdateisEmpty
5,0.6748971193415638,13,0.26337448559670784,28,6,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.16049382716049382,22,0.3292181069958848,0.17695473251028807,0.9876543209876543,40,224,0.8148148148148148,0.32098765432098764,0.9917695473251029
7,0.32510288065843623,13,0.14814814814814814,28,6,10,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.14814814814814814,12,0.3292181069958848,0.17695473251028807,0.9876543209876543,14,228,0.8148148148148148,0.32098765432098764,0.9917695473251029
5,0.6748971193415638,13,0.13991769547325103,3,6,11,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.24691358024691357,5,0.3292181069958848,0.17695473251028807,0.9876543209876543,14,230,0.18518518518518517,0.32098765432098764,0.9917695473251029
5,0.32510288065843623,9,0.01646090534979424,7,6,11,0.0205761316872428,0.1522633744855967,0.3004115226337449,0.20164609053497942,16,0.3292181069958848,0.17695473251028807,0.9876543209876543,15,234,0.8148148148148148,0.32098765432098764,0.9917695473251029
7,0.6748971193415638,13,0.26337448559670784,14,6,10,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.23045267489711935,29,0.3292181069958848,0.17695473251028807,0.9876543209876543,15,236,0.8148148148148148,0.32098765432098764,0.9917695473251029
7,0.6748971193415638,13,0.26337448559670784,24,6,10,0.9794238683127572,0.8477366255144033,0.3004115226337449,0.23045267489711935,29,0.3292181069958848,0.17695473251028807,0.9876543209876543,15,236,0.8148148148148148,0.32098765432098764,0.9917695473251029
1,0.6748971193415638,10,0.21810699588477367,20,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,18,0.3292181069958848,0.2222222222222222,0.9876543209876543,36,307,0.8148148148148148,0.3333333333333333,0.9917695473251029
1,0.6748971193415638,1,0.21810699588477367,20,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,18,0.3292181069958848,0.2222222222222222,0.9876543209876543,36,307,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.26337448559670784,25,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,26,0.3292181069958848,0.2222222222222222,0.9876543209876543,38,312,0.8148148148148148,0.3333333333333333,0.9917695473251029
5,0.6748971193415638,10,0.20987654320987653,24,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.23045267489711935,25,0.3292181069958848,0.2222222222222222,0.9876543209876543,38,313,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.32510288065843623,13,0.20987654320987653,30,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,23,0.3292181069958848,0.2222222222222222,0.9876543209876543,38,314,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,13,0.21810699588477367,29,6,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.24691358024691357,23,0.3292181069958848,0.2222222222222222,0.9876543209876543,38,314,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.32510288065843623,10,0.20987654320987653,27,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,23,0.3292181069958848,0.2222222222222222,0.9876543209876543,38,314,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,13,0.21810699588477367,22,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,23,0.3292181069958848,0.2222222222222222,0.9876543209876543,38,314,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,13,0.21810699588477367,22,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.24691358024691357,23,0.3292181069958848,0.2222222222222222,0.9876543209876543,38,314,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.32510288065843623,11,0.14814814814814814,11,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,27,0.3292181069958848,0.2222222222222222,0.9876543209876543,20,319,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.20987654320987653,27,6,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.24691358024691357,13,0.3292181069958848,0.2222222222222222,0.9876543209876543,20,321,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.32510288065843623,13,0.26337448559670784,25,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.20164609053497942,24,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,325,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,13,0.21810699588477367,29,6,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.20164609053497942,24,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,325,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.13991769547325103,19,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.20164609053497942,24,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,325,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,13,0.14814814814814814,11,6,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.20164609053497942,24,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,325,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.13991769547325103,19,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.14814814814814814,16,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,326,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,13,0.20987654320987653,27,6,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.14814814814814814,16,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,326,0.8148148148148148,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,11,0.26337448559670784,25,6,12,0.9794238683127572,0.8477366255144033,0.2674897119341564,0.23045267489711935,21,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,327,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,2,0.21810699588477367,29,6,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.24691358024691357,29,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,328,0.18518518518518517,0.3333333333333333,0.9917695473251029
7,0.6748971193415638,2,0.21810699588477367,29,6,12,0.9794238683127572,0.1522633744855967,0.2674897119341564,0.24691358024691357,29,0.3292181069958848,0.2222222222222222,0.9876543209876543,39,328,0.18518518518518517,0.3333333333333333,0.9917695473251029
